,date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,no,no2,nox,o3
1,2011-09-17,NA,NA,687.647.058.823.529,NA,NA,251.470.588.235.294,26.5,22,NA,NA,NA,NA,NA,NA,NA,NA
2,2011-09-18,NA,NA,812.083.333.333.333,NA,NA,204.416.666.666.667,23.4,17.1,NA,NA,NA,NA,NA,NA,NA,NA
3,2011-09-19,NA,NA,531.666.666.666.667,NA,NA,187.708.333.333.333,23.2,14.8,NA,NA,NA,NA,NA,NA,NA,NA
4,2011-09-20,NA,NA,610.833.333.333.333,NA,NA,203.041.666.666.667,23.8,17.3,NA,NA,NA,NA,NA,NA,NA,NA
5,2011-09-21,NA,NA,74,NA,NA,21.225,24.8,16.7,NA,NA,NA,NA,NA,NA,NA,NA
6,2011-09-22,NA,NA,762.916.666.666.667,NA,NA,220.333.333.333.333,25.1,18.2,NA,NA,NA,NA,NA,NA,NA,NA
7,2011-09-23,NA,NA,76.75,NA,NA,219.875,25.4,18,NA,NA,NA,NA,NA,NA,NA,NA
8,2011-09-24,NA,NA,833.333.333.333.333,NA,NA,202.333.333.333.333,22.3,17.8,NA,NA,NA,NA,NA,NA,NA,NA
9,2011-09-25,NA,NA,75.625,NA,NA,201.583.333.333.333,24.1,16.9,NA,NA,NA,NA,NA,NA,NA,NA
10,2011-09-26,NA,NA,773.333.333.333.333,NA,NA,205.958.333.333.333,24.5,16.9,NA,NA,NA,NA,NA,NA,NA,NA
11,2011-09-27,NA,NA,72.375,NA,NA,21.475,27.4,17,NA,NA,NA,NA,NA,NA,NA,NA
12,2011-09-28,NA,NA,672.083.333.333.333,NA,NA,215.791.666.666.667,26,18.6,NA,NA,NA,NA,NA,NA,NA,NA
13,2011-09-29,NA,NA,622.083.333.333.333,NA,NA,217.625,26.6,18,NA,NA,NA,NA,NA,NA,NA,NA
14,2011-09-30,NA,NA,694.166.666.666.667,NA,NA,211.208.333.333.333,24.3,17,NA,NA,NA,NA,NA,NA,NA,NA
15,2011-10-01,NA,NA,710.833.333.333.333,NA,NA,209.125,24.1,17.6,NA,NA,NA,NA,NA,NA,NA,NA
16,2011-10-02,NA,NA,681.666.666.666.667,NA,NA,208.625,24.9,16.5,NA,NA,NA,NA,NA,NA,NA,NA
17,2011-10-03,NA,NA,704.166.666.666.667,NA,NA,208.416.666.666.667,27.4,15.9,NA,1517,703847,215.529.795.537.951,NA,NA,NA,NA
18,2011-10-04,NA,NA,587.083.333.333.333,NA,NA,214.625,26.9,16.3,NA,1140,552973,206.158.347.695.095,NA,NA,NA,NA
19,2011-10-05,NA,NA,656.666.666.666.667,NA,NA,213.041.666.666.667,26.9,15.9,NA,1132,592742,190.976.849.961.703,NA,NA,NA,NA
20,2011-10-06,NA,NA,755.416.666.666.667,NA,NA,215.541.666.666.667,25,18.5,NA,1088,565865,192.272.008.341.212,NA,NA,NA,NA
21,2011-10-07,NA,NA,72,NA,NA,195.833.333.333.333,21.6,17.3,NA,914,479219,19.072.699.538.207,NA,NA,NA,NA
22,2011-10-08,NA,NA,53.5,NA,NA,17.85,21.5,14.1,NA,217,145216,149.432.569.413.839,NA,NA,NA,NA
23,2011-10-09,NA,NA,56.625,NA,NA,182.583.333.333.333,21.5,14.8,NA,107,71159,150.367.486.895.544,NA,NA,NA,NA
24,2011-10-10,NA,NA,56.125,NA,NA,216.291.666.666.667,28.2,15.1,NA,1438,691942,207.820.886.721.719,NA,NA,NA,NA
25,2011-10-11,NA,NA,57.125,NA,NA,215.375,28,16.2,NA,1141,559525,203.922.970.376.659,NA,NA,NA,NA
26,2011-10-12,NA,NA,628.333.333.333.333,NA,NA,209.458.333.333.333,27,15.8,NA,156,124508,125.293.153.853.568,NA,NA,NA,NA
27,2011-10-13,NA,NA,739.166.666.666.667,NA,NA,205.583.333.333.333,25,16.4,NA,1208,613826,196.798.441.252.081,NA,NA,NA,NA
28,2011-10-14,NA,NA,58.125,NA,NA,200.625,23.6,17.1,NA,1033,534007,193.443.157.112.173,NA,NA,NA,NA
29,2011-10-15,NA,NA,594.583.333.333.333,NA,NA,188.125,21.2,17,NA,243,153439,158.369.123.886.365,NA,NA,NA,NA
30,2011-10-16,NA,NA,60.875,NA,NA,19.125,21.6,16.4,NA,133,97024,137.079.485.488.127,NA,NA,NA,NA
31,2011-10-17,NA,NA,715.416.666.666.667,NA,NA,18.875,21.8,15.6,NA,1427,688283,207.327.509.178.637,NA,NA,NA,NA
32,2011-10-18,NA,NA,64,NA,NA,194.041.666.666.667,23.8,14.9,NA,1168,612724,1.906.241.635.712,NA,NA,NA,NA
33,2011-10-19,NA,NA,695.833.333.333.333,NA,NA,190.083.333.333.333,22.7,14.7,NA,923,480383,192.138.356.269.893,NA,NA,NA,NA
34,2011-10-20,NA,NA,60.125,NA,NA,156.791.666.666.667,18.7,13.4,NA,1049,563991,185.995.875.820.713,NA,NA,NA,NA
35,2011-10-21,NA,NA,577.916.666.666.667,NA,NA,149.416.666.666.667,16.5,12.6,NA,976,497717,196.095.371.466.114,NA,NA,NA,NA
36,2011-10-22,NA,NA,704.166.666.666.667,NA,NA,16.825,19.6,14.2,NA,211,144707,145.811.881.940.749,NA,NA,NA,NA
37,2011-10-23,NA,NA,792.916.666.666.667,NA,NA,165.833.333.333.333,18.8,14.6,NA,87,61648,141.123.799.636.647,NA,NA,NA,NA
38,2011-10-24,NA,NA,882.916.666.666.667,NA,NA,165.583.333.333.333,20.1,15.4,NA,1348,669851,201.238.782.953.224,NA,NA,NA,NA
39,2011-10-25,NA,NA,563.333.333.333.333,NA,NA,167.625,20,13.8,NA,1080,543482,198.718.632.815.806,NA,NA,NA,NA
40,2011-10-26,NA,NA,52.25,NA,NA,157.333.333.333.333,20.1,11.2,NA,1064,572137,185.969.444.381.328,NA,NA,NA,NA
41,2011-10-27,NA,NA,812.083.333.333.333,NA,NA,172.791.666.666.667,20.7,15,NA,894,499889,178.839.702.413.936,NA,NA,NA,NA
42,2011-10-28,NA,NA,862.916.666.666.667,NA,NA,170.833.333.333.333,19.1,15.3,NA,834,447345,186.433.289.742.816,NA,NA,NA,NA
43,2011-10-29,NA,NA,80.875,NA,NA,180.458.333.333.333,20.8,16,NA,242,150717,16.056.582.867.228,NA,NA,NA,NA
44,2011-10-30,NA,NA,783.333.333.333.333,NA,NA,171.458.333.333.333,21.5,14.5,NA,157,98177,159.915.255.100.482,NA,NA,NA,NA
45,2011-10-31,NA,NA,82.5,NA,NA,166.625,19.9,13,NA,943,454778,207.353.917.735.686,NA,NA,NA,NA
46,2011-11-01,NA,NA,85.25,NA,NA,18.175,21,15.3,NA,128,94454,135.515.700.764.393,NA,NA,NA,NA
47,2011-11-02,NA,NA,840.416.666.666.667,NA,NA,19.025,21.3,16.8,NA,1290,668601,192.940.184.055.962,NA,NA,NA,NA
48,2011-11-03,NA,NA,827.916.666.666.667,NA,NA,196.291.666.666.667,21,18.2,NA,1014,554732,182.790.969.332.939,NA,NA,NA,NA
49,2011-11-04,NA,NA,876.666.666.666.667,NA,NA,16.475,17.9,15.3,NA,761,410428,185.416.199.674.486,NA,NA,NA,NA
50,2011-11-05,NA,NA,805.416.666.666.667,NA,NA,155.791.666.666.667,18.1,12.8,NA,221,147266,150.068.583.379.735,NA,NA,NA,NA
51,2011-11-06,NA,NA,845.416.666.666.667,NA,NA,137.166.666.666.667,16.4,12.1,NA,80,58231,137.383.867.699.335,NA,NA,NA,NA
52,2011-11-07,NA,NA,71.25,NA,NA,156.041.666.666.667,19.1,13,NA,1306,689123,189.516.240.206.756,NA,NA,NA,NA
53,2011-11-08,NA,NA,747.916.666.666.667,NA,NA,153.125,18.9,13,NA,1063,569310,186.717.254.220.021,NA,NA,NA,NA
54,2011-11-09,NA,NA,810.833.333.333.333,NA,NA,147.125,19,11.4,NA,956,513068,186.330.077.104.789,NA,NA,NA,NA
55,2011-11-10,NA,NA,782.916.666.666.667,NA,NA,15.35,19.1,12.1,NA,943,503108,187.434.904.632.803,NA,NA,NA,NA
56,2011-11-11,NA,NA,86.375,NA,NA,15.6,19.4,12,NA,825,453083,18.208.584.299.124,NA,NA,NA,NA
57,2011-11-12,NA,NA,86.875,NA,NA,165.916.666.666.667,19.6,14.7,NA,200,134662,14.851.999.821.776,NA,NA,NA,NA
58,2011-11-13,NA,NA,855.416.666.666.667,NA,NA,158.125,17.8,14.6,NA,114,74944,152.113.578.138.343,NA,NA,NA,NA
59,2011-11-14,NA,NA,857.083.333.333.333,NA,NA,147.458.333.333.333,16.9,13.8,NA,1342,700081,191.692.104.199.371,NA,NA,NA,NA
60,2011-11-15,NA,NA,874.166.666.666.667,NA,NA,15.375,17,14.6,NA,773,438859,176.138.577.538.572,NA,NA,NA,NA
61,2011-11-16,NA,NA,822.916.666.666.667,NA,NA,148.666.666.666.667,15.8,13.5,NA,791,417682,189.378.522.416.575,NA,NA,NA,NA
62,2011-11-17,NA,NA,77.625,NA,NA,14.875,17,12.8,NA,960,510763,187.954.100.042.485,NA,NA,NA,NA
63,2011-11-18,NA,NA,89,NA,NA,133.041.666.666.667,15.8,11.9,NA,894,430648,207.594.137.207.185,NA,NA,NA,NA
64,2011-11-19,NA,NA,827.916.666.666.667,NA,NA,138.625,16.1,11.2,NA,182,115720,157.276.183.892.153,NA,NA,NA,NA
65,2011-11-20,NA,NA,843.333.333.333.333,NA,NA,160.791.666.666.667,18.2,13.6,NA,122,76372,159.744.408.945.687,NA,NA,NA,NA
66,2011-11-21,NA,NA,808.333.333.333.333,NA,NA,152.375,17.6,13.4,NA,1463,710083,206.032.252.567.658,NA,NA,NA,NA
67,2011-11-22,NA,NA,714.166.666.666.667,NA,NA,158.791.666.666.667,16.9,13.9,NA,1061,526459,201.535.162.282.343,NA,NA,NA,NA
68,2011-11-23,NA,NA,715.833.333.333.333,NA,NA,144.208.333.333.333,18.5,10.8,NA,1052,538174,195.475.812.655.387,NA,NA,NA,NA
69,2011-11-24,NA,NA,790.833.333.333.333,NA,NA,129.916.666.666.667,17.1,9.9,NA,1032,528611,195.228.627.478.429,NA,NA,NA,NA
70,2011-11-25,NA,NA,792.083.333.333.333,NA,NA,125.583.333.333.333,16.3,10.1,NA,968,488414,198.192.517.004.017,NA,NA,NA,NA
71,2011-11-26,NA,NA,745.833.333.333.333,NA,NA,113.541.666.666.667,15.8,8.2,NA,231,129736,178.053.894.061.787,NA,NA,NA,NA
72,2011-11-27,NA,NA,751.666.666.666.667,NA,NA,120.416.666.666.667,16,8.5,NA,113,82983,136.172.469.059.928,NA,NA,NA,NA
73,2011-11-28,NA,NA,762.916.666.666.667,NA,NA,127.833.333.333.333,15.5,10.4,NA,1705,779792,21.864.804.973.634,NA,NA,NA,NA
74,2011-11-29,NA,NA,717.083.333.333.333,NA,NA,142.708.333.333.333,17.7,11.1,NA,1337,649969,205.702.118.101.017,NA,NA,NA,NA
75,2011-11-30,NA,NA,73.5,NA,NA,124.083.333.333.333,16.4,9,NA,1245,608769,204.511.070.701.695,NA,NA,NA,NA
76,2011-12-01,NA,NA,76.875,NA,NA,132.333.333.333.333,16.9,8.7,NA,1164,577448,201.576.592.177.997,NA,NA,NA,NA
77,2011-12-02,NA,NA,702.916.666.666.667,NA,NA,143.416.666.666.667,17.1,11.8,NA,1126,516125,218.164.204.407.847,NA,NA,NA,NA
78,2011-12-03,NA,NA,602.083.333.333.333,NA,NA,130.166.666.666.667,15,10.5,NA,255,168559,151.282.340.308.141,NA,NA,NA,NA
79,2011-12-04,NA,NA,567.083.333.333.333,NA,NA,128.791.666.666.667,15.6,11.6,NA,128,92536,138.324.543.961.269,NA,NA,NA,NA
80,2011-12-05,NA,NA,617.916.666.666.667,NA,NA,130.875,16.6,9.6,NA,1496,683219,218.963.465.594.487,NA,NA,NA,NA
81,2011-12-06,NA,NA,639.166.666.666.667,NA,NA,125.666.666.666.667,16.2,9.8,NA,145,102096,142.023.193.856.762,NA,NA,NA,NA
82,2011-12-07,NA,NA,609.583.333.333.333,NA,NA,12.15,16,9.4,NA,1427,657906,216.900.286.667.092,NA,NA,NA,NA
83,2011-12-08,NA,NA,752.083.333.333.333,NA,NA,117.916.666.666.667,16.1,9,NA,118,81089,145.519.120.965.852,NA,NA,NA,NA
84,2011-12-09,NA,NA,784.166.666.666.667,NA,NA,107.708.333.333.333,15.1,6.7,NA,1272,627872,202.589.062.738.902,NA,NA,NA,NA
85,2011-12-10,NA,NA,73.375,NA,NA,107.166.666.666.667,14.2,8.1,NA,237,163146,145.268.655.069.692,NA,NA,NA,NA
86,2011-12-11,NA,NA,74.125,NA,NA,970.416.666.666.667,13.8,6.6,NA,145,108084,13.415.491.654.639,NA,NA,NA,NA
87,2011-12-12,NA,NA,66.75,NA,NA,105.041.666.666.667,15.4,7.2,NA,1761,852621,206.539.599.657.996,NA,NA,NA,NA
88,2011-12-13,NA,NA,597.083.333.333.333,NA,NA,120.041.666.666.667,16.1,6.8,NA,1300,674247,192.807.680.271.473,NA,NA,NA,NA
89,2011-12-14,NA,NA,590.833.333.333.333,NA,NA,145.083.333.333.333,18.9,12.1,NA,1205,665515,181.062.785.962.751,NA,NA,NA,NA
90,2011-12-15,NA,NA,509.166.666.666.667,NA,NA,126.708.333.333.333,15.3,10.2,NA,1096,610242,179.600.879.651.024,NA,NA,NA,NA
91,2011-12-16,NA,NA,459.166.666.666.667,NA,NA,141.791.666.666.667,17.2,11.6,NA,1052,572096,183.885.222.060.633,NA,NA,NA,NA
92,2011-12-17,NA,NA,492.083.333.333.333,NA,NA,10.3125,12.8,8.6,NA,223,161173,138.360.643.532.105,NA,NA,NA,NA
93,2011-12-18,NA,NA,405.833.333.333.333,NA,NA,886.666.666.666.667,12.6,6.2,NA,110,75248,146.183.287.263.449,NA,NA,NA,NA
94,2011-12-19,NA,NA,455.416.666.666.667,NA,NA,779.583.333.333.333,10.9,4,NA,1549,780298,198.513.901.099.324,NA,NA,NA,NA
95,2011-12-20,NA,NA,611.666.666.666.667,NA,NA,974.583.333.333.333,13.3,6.4,NA,1222,661136,184.833.377.701.411,NA,NA,NA,NA
96,2011-12-21,NA,NA,770.416.666.666.667,NA,NA,102.708.333.333.333,15.1,6.6,NA,1120,626043,178.901.449.261.472,NA,NA,NA,NA
97,2011-12-22,NA,NA,61.5,NA,NA,132.125,17.1,9.6,NA,968,562793,171.999.296.366.515,NA,NA,NA,NA
98,2011-12-23,NA,NA,69.5,NA,NA,106.541.666.666.667,15,7.1,NA,966,505145,191.232.220.451.554,NA,NA,NA,NA
99,2011-12-24,NA,NA,629.583.333.333.333,NA,NA,112.083.333.333.333,14.8,8.2,NA,223,155141,143.740.210.518.174,NA,NA,NA,NA
100,2011-12-25,NA,NA,596.666.666.666.667,NA,NA,856.666.666.666.667,12.7,5.5,NA,115,73334,156.816.756.211.307,NA,NA,NA,NA
101,2011-12-26,NA,NA,635.833.333.333.333,NA,NA,7.825,12.2,5.2,NA,102,68815,148.223.497.783.913,NA,NA,NA,NA
102,2011-12-27,NA,NA,60.625,NA,NA,9.375,15.3,3.8,NA,1386,707218,1.959.791.747.382,NA,NA,NA,NA
103,2011-12-28,NA,NA,666.666.666.666.667,NA,NA,843.333.333.333.333,13.5,4.1,NA,1121,602697,185.997.275.579.603,NA,NA,NA,NA
104,2011-12-29,NA,NA,564.583.333.333.333,NA,NA,935.416.666.666.667,13.6,5.4,NA,1228,670541,183.135.706.839.701,NA,NA,NA,NA
105,2011-12-30,NA,NA,467.083.333.333.333,NA,NA,10.5,14.4,6,NA,1007,541662,185.909.293.987.764,NA,NA,NA,NA
106,2011-12-31,NA,NA,56.875,NA,NA,123.833.333.333.333,16.8,9.6,NA,206,153069,134.579.830.011.302,NA,NA,NA,NA
107,2012-01-01,NA,NA,72.5,NA,NA,11.7125,15.6,8,NA,118,80462,146.653.078.471.825,12.62,44.79,61.92,12.71
108,2012-01-02,NA,NA,571.666.666.666.667,NA,NA,126.666.666.666.667,16.3,7.8,NA,1444,795223,181.584.285.162.778,6.75,37.79,45.33,26.25
109,2012-01-03,NA,NA,562.916.666.666.667,NA,NA,104.541.666.666.667,13.8,7.3,NA,1206,718523,167.844.313.960.722,10.46,51.42,65.38,17.25
110,2012-01-04,NA,NA,631.666.666.666.667,NA,NA,112.333.333.333.333,16.1,8.5,NA,1114,646980,172.184.611.579.956,8.96,36.54,47.12,24.21
111,2012-01-05,NA,NA,489.583.333.333.333,NA,NA,121.041.666.666.667,15.5,9.6,NA,837,480117,174.332.506.451.552,10.33,39.17,51.71,28.54
112,2012-01-06,NA,NA,62.375,NA,NA,130.041.666.666.667,15.6,9.6,NA,121,98557,122.771.594.102.905,8.17,36.08,45.54,35.43
113,2012-01-07,NA,NA,559.166.666.666.667,NA,NA,967.916.666.666.667,13.9,6.8,NA,285,197910,144.004.850.689.707,11.96,46.88,63,19.75
114,2012-01-08,NA,NA,623.333.333.333.333,NA,NA,990.416.666.666.667,13.6,6.7,NA,141,111291,126.694.880.987.681,8.5,33.25,42.17,26.04
115,2012-01-09,NA,NA,721.666.666.666.667,NA,NA,886.666.666.666.667,14.1,5,NA,1481,848692,174.503.824.709.082,51.54,60.17,120.35,08.04
116,2012-01-10,NA,NA,732.083.333.333.333,NA,NA,872.916.666.666.667,13.3,4.8,NA,1117,666588,167.569.773.233.242,54.17,67.79,149.88,06.04
117,2012-01-11,NA,NA,78.625,NA,NA,852.916.666.666.667,13.1,5,NA,1090,668006,163.172.187.076.164,67.21,67.46,169.38,7.79
118,2012-01-12,NA,NA,750.833.333.333.333,NA,NA,902.083.333.333.333,13.7,4.8,NA,1049,621005,168.919.734.945.773,76.55,73.73,174.33,8.3
119,2012-01-13,NA,NA,649.583.333.333.333,NA,NA,7.2,13.4,3.2,NA,916,541464,169.170.988.283.616,73.08,73.92,185.42,3.96
120,2012-01-14,NA,NA,668.333.333.333.333,NA,NA,713.333.333.333.333,11.4,3.4,NA,207,145443,142.323.796.951.383,22.79,47.96,80.62,12.75
121,2012-01-15,NA,NA,722.083.333.333.333,NA,NA,8.25,10.6,6.7,NA,151,101482,148.794.860.172.247,10.96,45.5,59.46,18.38
122,2012-01-16,NA,NA,702.083.333.333.333,NA,NA,954.583.333.333.333,11.3,7,NA,1574,831792,189.229.999.807.644,14.29,47,65.33,29.21
123,2012-01-17,NA,NA,71.25,NA,NA,108.041.666.666.667,13.7,7.4,NA,1272,684577,185.808.170.592.935,15.42,46.88,67.5,38.5
124,2012-01-18,NA,NA,709.166.666.666.667,NA,NA,837.083.333.333.334,12.4,5.3,NA,1195,679011,175.991.257.873.584,55.96,66.75,151.12,9.79
125,2012-01-19,NA,NA,65,NA,NA,910.416.666.666.667,14.2,3.7,NA,1090,633705,172.004.323.778.414,43.67,61.79,127.5,10.75
126,2012-01-20,NA,NA,670.833.333.333.333,NA,NA,106.416.666.666.667,15,7.5,NA,1107,587070,18.856.354.438.142,57.5,62.58,149.04,9.46
127,2012-01-21,NA,NA,676.666.666.666.667,NA,NA,10.275,15.8,7.3,NA,200,129335,154.637.182.510.535,37.33,58.75,114.62,12.79
128,2012-01-22,NA,NA,694.166.666.666.667,NA,NA,114.041.666.666.667,16.5,7.6,NA,126,88890,141.748.228.147.148,26.42,42.17,79.83,20.71
129,2012-01-23,NA,NA,710.833.333.333.333,NA,NA,10.8875,15.8,8.3,NA,1791,892757,200.614.500.922.423,38.71,54.46,111.96,9.71
130,2012-01-24,NA,NA,705.833.333.333.333,NA,NA,10.3375,14.1,7.6,NA,1312,686578,191.092.636.233.611,31.68,56.91,105,8.17
131,2012-01-25,NA,NA,702.916.666.666.667,NA,NA,954.166.666.666.666,15.3,5.7,NA,1345,736498,182.620.998.291.917,60.46,67.46,159.21,6.17
132,2012-01-26,NA,NA,746.666.666.666.667,NA,NA,910.833.333.333.333,13.8,4.2,NA,1345,741333,181.429.937.693.317,60.92,61.62,153.79,12.33
133,2012-01-27,NA,NA,674.166.666.666.667,NA,NA,106.416.666.666.667,12.7,8.4,NA,1182,593431,199.180.696.660.606,17.12,48.42,72.12,17.33
134,2012-01-28,NA,NA,802.916.666.666.667,NA,NA,863.333.333.333.333,10,7.4,NA,258,169549,152.168.399.695.663,17.08,43.12,68.17,7.42
135,2012-01-29,NA,NA,635.416.666.666.667,NA,NA,715.833.333.333.333,9.7,4.7,NA,145,99723,145.402.765.660.881,7.17,29.79,37.96,32.75
136,2012-01-30,NA,NA,48.375,NA,NA,7.2375,11.5,3.8,NA,1962,964805,203.357.155.072.787,20.62,54.88,85.17,15.08
137,2012-01-31,NA,NA,49.875,NA,NA,777.916.666.666.667,11.4,4.4,NA,1577,857475,183.912.067.407.213,14.67,47.67,68.33,20.12
138,2012-02-01,NA,NA,79.875,NA,NA,595.833.333.333.333,7.4,3.9,NA,1441,809233,178.069.851.328.357,59.54,52.58,141.83,17.08
139,2012-02-02,NA,NA,770.416.666.666.667,NA,NA,302.916.666.666.667,4.7,1.5,NA,1203,697658,172.434.057.948.164,16.17,46.46,69,16.08
140,2012-02-03,NA,NA,46.125,NA,NA,255.833.333.333.333,4.9,0.7,NA,1225,657480,186.317.454.523.332,06.08,35.75,42.42,33.58
141,2012-02-04,NA,NA,230.833.333.333.333,NA,NA,264.583.333.333.333,6.7,-0.3,NA,281,185417,151.550.289.347.794,4.67,24.5,27.75,61.46
142,2012-02-05,NA,NA,48,NA,NA,259.583.333.333.333,6.9,-1.9,NA,96,69660,137.812.230.835.487,10.29,47.96,61.25,29.67
143,2012-02-06,NA,NA,437.916.666.666.667,NA,NA,6.2,12.9,0.3,NA,2536,1281926,197.827.331.686.852,33.21,55.71,104.88,24.58
144,2012-02-07,NA,NA,179.166.666.666.667,NA,NA,7.2625,12.4,3,NA,2017,1063775,189.607.764.799.887,5.75,35.17,40.46,53.5
145,2012-02-08,NA,NA,246.666.666.666.667,NA,NA,477.916.666.666.667,7.9,0.8,NA,1845,1029534,179.207.291.842.717,6.81,49.76,56.57,36.7
146,2012-02-09,NA,NA,323.333.333.333.333,NA,NA,637.083.333.333.333,11.4,1.7,NA,1815,992074,182.950.062.192.941,7.88,39.71,47.12,38.62
147,2012-02-10,NA,NA,451.666.666.666.667,NA,NA,735.416.666.666.667,11.2,3.6,NA,1664,906624,183.538.048.849.358,7.54,45.38,52.92,36.75
148,2012-02-11,NA,NA,327.083.333.333.333,NA,NA,5.125,9,-0.1,NA,348,244670,142.232.394.654.024,4.42,27.5,28.62,57.08
149,2012-02-12,NA,NA,47,NA,NA,3.4,6,0.6,NA,197,129509,152.112.980.565.057,3.5,31.29,30.96,51.29
150,2012-02-13,NA,NA,376.666.666.666.667,NA,NA,509.166.666.666.667,9.9,0.2,NA,3017,1459167,206.761.803.138.366,18.79,62.08,87.58,31.04
151,2012-02-14,NA,NA,504.583.333.333.333,NA,NA,713.333.333.333.333,10.6,3.9,NA,2169,1118082,193.992.927.173.499,10.54,50.71,62.71,32.83
152,2012-02-15,NA,NA,55.125,NA,NA,8.0375,14.6,2.2,NA,2094,1115618,187.698.656.708.658,19.12,53.21,80.46,24.21
153,2012-02-16,NA,NA,556.666.666.666.667,NA,NA,998.333.333.333.333,15.8,4,NA,1935,1086075,178.164.491.402.527,18.92,53.96,79.62,28.12
154,2012-02-17,NA,NA,671.666.666.666.667,NA,NA,102.583.333.333.333,12.5,7.5,NA,1854,1007891,183.948.462.680.984,12.54,53.25,69,26.58
155,2012-02-18,NA,NA,673.333.333.333.333,NA,NA,916.666.666.666.667,14.5,3.7,NA,406,277287,14.641.869.254.599,18.5,49.17,74.96,28.62
156,2012-02-19,NA,NA,700.416.666.666.667,NA,NA,903.333.333.333.333,11.9,6.8,NA,205,149234,137.368.160.070.761,7.42,42.83,49.71,30.71
157,2012-02-20,NA,NA,503.333.333.333.333,NA,NA,9.5625,12.1,6.5,NA,2997,1507773,198.769.973.994.759,7.75,38.04,45.46,41.33
158,2012-02-21,NA,NA,496.666.666.666.667,NA,NA,7.5625,11.3,4.4,NA,2173,1167470,186.128.979.759.651,12.54,47.25,62.92,39.83
159,2012-02-22,NA,NA,48,NA,NA,869.583.333.333.333,14.3,4.3,NA,2071,1160031,17.852.971.170.598,38.79,77.75,135.75,18.25
160,2012-02-23,NA,NA,31.875,NA,NA,116.583.333.333.333,18.6,5.1,NA,1976,1109376,17.811.814.930.195,29.81,79.9,122.76,18.14
161,2012-02-24,NA,NA,611.666.666.666.667,NA,NA,10.775,16,6.5,NA,1692,908728,186.194.328.776.047,48.17,70.62,141.96,19.5
162,2012-02-25,NA,NA,715.416.666.666.667,NA,NA,102.166.666.666.667,14.7,5.2,NA,340,249773,136.123.600.229.008,38.04,70.92,127.29,21.04
163,2012-02-26,NA,NA,71.375,NA,NA,119.416.666.666.667,16.9,6.7,NA,172,117776,146.039.940.225.513,33.75,70.04,119.54,20.42
164,2012-02-27,NA,NA,720.833.333.333.333,NA,NA,122.208.333.333.333,15.4,8.5,NA,2713,1448334,187.318.670.969.542,5.29,50.29,54.12,30.17
165,2012-02-28,NA,NA,79.125,NA,NA,104.958.333.333.333,14,6.9,NA,1971,1130090,174.410.887.628.419,22.75,46.08,76.42,34.08
166,2012-02-29,NA,NA,767.083.333.333.333,NA,NA,111.083.333.333.333,16.1,6.8,NA,1668,962123,173.366.606.972.289,37.38,71,126.08,21.62
167,2012-03-01,NA,NA,74.875,NA,NA,11.575,17.1,6.4,NA,1559,907779,1.717.378.348.695,55.33,79.58,163,17.21
168,2012-03-02,NA,NA,726.666.666.666.667,NA,NA,116.666.666.666.667,16.9,6,NA,1367,748282,182.685.137.421.453,29.75,64.38,106.92,32.83
169,2012-03-03,NA,NA,760.833.333.333.333,NA,NA,121.791.666.666.667,14.7,9.2,NA,243,168825,143.936.028.431.808,6.79,47.88,52.92,50.92
170,2012-03-04,NA,NA,673.333.333.333.333,NA,NA,126.666.666.666.667,17.3,7.4,NA,113,85565,132.063.343.656.869,15.71,47.96,69.04,27.71
171,2012-03-05,NA,NA,528.333.333.333.333,NA,NA,12.225,15.2,9.4,NA,2005,1094506,183.187.666.399.271,4.5,30.42,32.5,56.75
172,2012-03-06,NA,NA,391.666.666.666.667,NA,NA,105.833.333.333.333,14.2,6.8,NA,1372,797854,171.961.286.150.098,5.92,30.75,34.08,62.21
173,2012-03-07,NA,NA,467.083.333.333.333,NA,NA,109.166.666.666.667,15.5,6.6,NA,1417,821040,172.585.988.502.387,6.5,54.32,58.86,38.36
174,2012-03-08,NA,NA,512.916.666.666.667,NA,NA,113.916.666.666.667,15.7,7.5,NA,1140,657730,173.323.400.179.405,9,52.12,61.29,44.71
175,2012-03-09,NA,NA,405.833.333.333.333,NA,NA,11.6625,15.7,7.7,NA,1169,673820,173.488.468.730.522,08.04,46.96,53.75,47.5
176,2012-03-10,NA,NA,50.875,NA,NA,111.916.666.666.667,16.5,5.5,NA,250,184184,135.733.831.386.005,7.62,48.96,55.33,51.92
177,2012-03-11,NA,NA,64.125,NA,NA,11.9,19,5.9,NA,106,78537,134.968.231.534.181,8.25,51.83,60.62,41.29
178,2012-03-12,NA,NA,569.583.333.333.333,NA,NA,131.083.333.333.333,18.8,7.4,NA,1750,964213,181.495.167.561.524,35.9,82.2,135.35,18.48
179,2012-03-13,NA,NA,69.5,NA,NA,12.2375,17.2,7.7,NA,1291,725053,178.055.949.013.382,76.12,119.92,235.12,18.83
180,2012-03-14,NA,NA,741.666.666.666.667,NA,NA,12.2875,18.9,7.9,NA,1265,714820,176.967.628.214.096,59.1,95,183.7,30.33
181,2012-03-15,NA,NA,865.416.666.666.667,NA,NA,103.333.333.333.333,12.4,8.4,NA,1162,670620,173.272.494.109.928,21.92,61.5,92.08,42.67
