,date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,no,no2,nox,o3
1252,2015-02-19,NA,NA,663.541.666.666.667,NA,NA,101.395.833.333.333,13.6,6.8,NA,2582,1392775,185.385.291.953.115,9.88,40.33,55,37.62
1253,2015-02-20,NA,NA,757.291.666.666.667,NA,NA,968.333.333.333.334,13.6,5.2,NA,2493,1300777,191.654.680.241.117,26.19,66.1,105.71,23.73
1254,2015-02-21,NA,NA,700.833.333.333.333,NA,NA,102.041.666.666.667,12.5,6.5,NA,593,382620,154.984.057.289.216,2.38,36.5,39.75,43.75
1255,2015-02-22,NA,NA,311.458.333.333.333,NA,NA,10.85,16.2,6.7,NA,344,245009,140.403.005.603.876,3.42,25.12,29.62,55.17
1256,2015-02-23,NA,NA,644.375,NA,NA,117.791.666.666.667,17.7,6.6,NA,3593,1727864,207.944.606.751.457,17.83,45.38,72.08,22.75
1257,2015-02-24,NA,NA,477.291.666.666.667,NA,NA,11.15,14.8,8.3,NA,2748,1428834,192.324.650.729.196,3.2,19.2,23.1,46.6
1258,2015-02-25,NA,NA,475.625,NA,NA,12.0875,18.2,7.7,NA,2278,1229311,185.307.054.114.053,10.67,41.5,57.67,35.5
1259,2015-02-26,NA,NA,766.666.666.666.667,NA,NA,114.354.166.666.667,15.4,7.3,NA,2250,1196093,188.112.462.826.887,51.62,71.75,150.25,8.58
1260,2015-02-27,NA,NA,662.291.666.666.667,NA,NA,120.145.833.333.333,14.4,9,NA,2001,1079840,185.305.230.404.504,25.54,49.29,88,26.29
1261,2015-02-28,NA,NA,510.208.333.333.333,NA,NA,1.050.625,13.4,6,NA,475,311002,152.732.136.770.825,3.42,34.04,38.83,43.29
1262,2015-03-01,NA,NA,680.416.666.666.667,NA,NA,136.020.833.333.333,16.8,9.7,NA,281,195938,143.412.712.184.467,20.08,61.71,92.29,15.71
1263,2015-03-02,NA,NA,674.791.666.666.667,NA,NA,1.649.375,22.8,13.1,NA,3148,1580931,199.123.174.888.721,11.62,40.71,58.04,21.83
1264,2015-03-03,NA,NA,751.458.333.333.333,NA,NA,1.364.375,16.4,11.7,NA,2241,1179052,190.067.952.897.752,6.18,34.59,43.82,29.56
1265,2015-03-04,NA,NA,756.458.333.333.333,NA,NA,104.020.833.333.333,13.8,7.4,NA,2070,1118417,185.083.023.594.956,30.1,65.05,110.52,39.4
1266,2015-03-05,NA,NA,372.291.666.666.667,NA,NA,124.020.833.333.333,20.1,6.3,NA,1934,1076189,179.708.211.104.183,11,38.21,54.62,55.54
1267,2015-03-06,NA,NA,562.708.333.333.333,NA,NA,111.979.166.666.667,15.2,6.9,NA,1808,967233,186.924.970.508.657,33.04,60.46,110.71,33.5
1268,2015-03-07,NA,NA,689.375,NA,NA,11.4625,15.8,6.7,NA,487,332945,14.627.040.502.185,13.83,41.58,62.25,42.29
1269,2015-03-08,NA,NA,720.833.333.333.333,NA,NA,1.126.875,15.2,7,NA,252,168570,149.492.792.311.799,7.54,46.25,57.12,47.33
1270,2015-03-09,NA,NA,711.041.666.666.667,NA,NA,12.725,17.1,9.5,NA,2681,1350600,198.504.368.428.846,33.42,76.96,127.92,29.38
1271,2015-03-10,NA,NA,682.708.333.333.333,NA,NA,128.833.333.333.333,17.4,8.8,NA,2182,1128265,193.394.282.371.606,27.42,74.83,116.12,33.21
1272,2015-03-11,NA,NA,721.458.333.333.333,NA,NA,136.020.833.333.333,19.6,8.3,NA,1973,1056390,186.768.144.340.632,79.75,103.25,212.91,15.88
1273,2015-03-12,NA,NA,766.041.666.666.667,NA,NA,131.333.333.333.333,18,9.6,NA,1915,1038258,184.443.558.344.843,52.54,59.42,139.42,47.67
1274,2015-03-13,NA,NA,751.666.666.666.667,NA,NA,130.770.833.333.333,16.2,9.4,NA,1647,907225,181.542.616.219.791,17.71,53.42,79.88,63.88
1275,2015-03-14,NA,NA,693.333.333.333.333,NA,NA,893.958.333.333.333,12.7,6.2,NA,329,221029,14.884.924.602.654,1.58,28.17,29.46,61.54
1276,2015-03-15,NA,NA,674.791.666.666.667,NA,NA,9.3375,13.6,4.3,NA,208,146635,141.848.808.265.421,3.58,36.83,41.67,44.58
1277,2015-03-16,NA,NA,701.875,NA,NA,100.083.333.333.333,12.7,7.7,NA,2585,1247608,207.196.491.205.571,10,43.71,58.38,40.09
1278,2015-03-17,NA,NA,718.333.333.333.333,NA,NA,115.666.666.666.667,14.8,6.6,NA,1914,988352,193.655.701.612.381,9,35.04,48.46,49
1279,2015-03-18,NA,NA,762.916.666.666.667,NA,NA,136.333.333.333.333,15.4,12.5,NA,1725,967797,178.239.858.152.071,3.92,18.12,23.33,79.96
1280,2015-03-19,NA,NA,63.25,NA,NA,145.854.166.666.667,16.6,11.6,NA,1569,887890,176.711.079.075.111,3,20.92,24.67,84
1281,2015-03-20,NA,NA,672.083.333.333.333,NA,NA,145.729.166.666.667,15.7,13.7,NA,1478,791697,186.687.583.759.949,5.83,23.33,31.42,85.21
1282,2015-03-21,NA,NA,908.958.333.333.333,NA,NA,135.333.333.333.333,15.6,12.2,NA,354,263037,134.581.826.891.274,1.46,7.67,9.21,84.08
1283,2015-03-22,NA,NA,704.583.333.333.333,NA,NA,131.104.166.666.667,15.6,11.1,NA,218,154243,141.335.425.270.515,1.46,13.96,15.58,70.62
1284,2015-03-23,NA,NA,780.833.333.333.333,NA,NA,135.645.833.333.333,15.3,12.6,NA,2263,1133822,19.959.041.189.887,4.54,20.08,26.25,80.96
1285,2015-03-24,NA,NA,799.375,NA,NA,129.583.333.333.333,14.8,12.2,NA,1736,944701,1.837.618.463.408,3.38,21.88,26.25,74
1286,2015-03-25,NA,NA,768.541.666.666.667,NA,NA,114.104.166.666.667,12.8,10,NA,1516,828422,182.998.520.077.931,8,36,47.35,44.71
1287,2015-03-26,NA,NA,627.708.333.333.333,NA,NA,1.190.625,16.1,6.5,NA,1487,795141,187.010.857.193.881,12,49.54,67.17,39.88
1288,2015-03-27,NA,NA,684.166.666.666.667,NA,NA,134.583.333.333.333,16.8,10.2,NA,1402,771041,181.832.094.531.938,10,41.79,56.54,41.12
1289,2015-03-28,NA,NA,666.041.666.666.667,NA,NA,160.645.833.333.333,20.4,11.7,NA,386,267391,144.357.887.887.027,19.71,37.21,66.96,37.08
1290,2015-03-29,NA,NA,73.75,NA,NA,149.041.666.666.667,19,11.6,NA,192,144031,133.304.635.807.569,05.09,29.77,37.32,44.18
1291,2015-03-30,NA,NA,668.958.333.333.333,NA,NA,1.589.375,19.3,13.6,NA,1956,982987,198.985.337.547.699,13.14,44.18,63.86,38.52
1292,2015-03-31,NA,NA,746.666.666.666.667,NA,NA,1.593.125,18.5,13.5,NA,1591,823496,193.200.695.571.077,11.96,38.71,56.54,49.38
1293,2015-04-01,NA,NA,75.75,NA,NA,145.645.833.333.333,17.5,11.9,NA,1393,759880,183.318.418.697.689,09.08,43.21,56.58,42.32
1294,2015-04-02,NA,NA,635.625,NA,NA,144.625,17.5,11.4,NA,1119,610596,183.263.565.434.428,4.54,33.21,40,62.54
1295,2015-04-03,NA,NA,754.375,NA,NA,13.975,16.9,10.6,NA,243,166510,145.937.180.950.093,2.62,32.25,36.08,59.46
1296,2015-04-04,NA,NA,773.958.333.333.333,NA,NA,1.428.125,17.3,12.6,NA,389,255152,152.458.142.597.354,3.21,28.29,32.92,63.79
1297,2015-04-05,NA,NA,65.25,NA,NA,139.020.833.333.333,16.4,10.7,NA,226,151766,148.913.458.877.482,1.58,19.38,21.75,68.25
1298,2015-04-06,NA,NA,589.166.666.666.667,NA,NA,132.854.166.666.667,15.8,11.1,NA,270,198048,136.330.586.524.479,1.83,14.08,16.5,83.38
1299,2015-04-07,NA,NA,630.416.666.666.667,NA,NA,127.229.166.666.667,16.5,9,NA,2005,1027446,195.144.075.698.382,7.29,33.17,44.08,66
1300,2015-04-08,NA,NA,581.458.333.333.333,NA,NA,128.041.666.666.667,17.4,7.5,NA,1653,896601,184.362.944.052.037,23,53.88,88.71,60.17
1301,2015-04-09,NA,NA,651.666.666.666.667,NA,NA,124.333.333.333.333,15.9,7.7,NA,1495,833664,179.328.842.315.369,14.33,40.04,61.5,73.38
1302,2015-04-10,NA,NA,686.666.666.666.667,NA,NA,136.479.166.666.667,16.7,9,NA,1438,787729,182.550.090.195.994,12.21,49.88,68.38,63.08
1303,2015-04-11,NA,NA,733.125,NA,NA,142.833.333.333.333,17.1,11.4,NA,339,228798,148.165.630.818.451,02.08,27.92,31,80.12
1304,2015-04-12,NA,NA,662.291.666.666.667,NA,NA,149.020.833.333.333,17.9,12.3,NA,202,140982,143.280.702.501.028,2.12,26.08,29,85.38
1305,2015-04-13,NA,NA,660.833.333.333.333,NA,NA,147.354.166.666.667,18.2,10.3,NA,1972,983935,200.419.743.174.092,15.88,67.04,91.08,44
1306,2015-04-14,NA,NA,635.208.333.333.333,NA,NA,16.225,21.1,11.2,NA,1396,792260,176.204.781.258.678,24.62,73.46,110.71,43.04
1307,2015-04-15,NA,NA,601.875,NA,NA,160.333.333.333.333,19.6,10.9,NA,1504,815784,184.362.527.335.667,18.08,52.67,79.88,56.21
1308,2015-04-16,NA,NA,805.208.333.333.333,NA,NA,1.624.375,18,14.7,NA,1450,798675,181.550.693.335.837,4.3,36.96,43.43,69.91
1309,2015-04-17,NA,NA,76.625,NA,NA,162.583.333.333.333,20.4,12.9,NA,1249,687133,181.769.759.275.133,11.71,42.62,60.33,54.25
1310,2015-04-18,NA,NA,764.375,NA,NA,165.104.166.666.667,20.1,12.9,NA,269,181794,147.969.679.967.436,18.17,62.38,89.88,35.21
1311,2015-04-19,NA,NA,800.625,NA,NA,155.166.666.666.667,19.4,13.5,NA,196,125230,156.512.017.887.088,2.25,18,21.21,73.88
1312,2015-04-20,NA,NA,753.541.666.666.667,NA,NA,153.541.666.666.667,17.9,12.2,NA,1899,988774,192.056.020.890.517,11.75,32.46,50.17,58.04
1313,2015-04-21,NA,NA,719.166.666.666.667,NA,NA,169.166.666.666.667,22.1,12.4,NA,1544,816585,189.080.132.503.046,19.5,45.58,75.33,51.62
1314,2015-04-22,NA,NA,690.416.666.666.667,NA,NA,160.458.333.333.333,19,13.9,NA,1436,756450,189.834.093.462.886,9.75,44,58.96,56.29
1315,2015-04-23,NA,NA,754.375,NA,NA,159.625,18.9,12.6,NA,1160,637984,181.822.741.636.154,14,49.83,70.71,57.12
1316,2015-04-24,NA,NA,726.458.333.333.333,NA,NA,174.604.166.666.667,21.3,13.1,NA,1316,676785,194.448.754.035.624,20,59.92,90.12,47.08
1317,2015-04-25,NA,NA,825.208.333.333.333,NA,NA,174.083.333.333.333,19.2,16.3,NA,262,162401,161.329.055.855.567,7.58,42.67,54.04,64.83
1318,2015-04-26,NA,NA,890.833.333.333.333,NA,NA,167.416.666.666.667,18.9,14.3,NA,158,104089,151.793.176.992.766,2.88,23,27.12,67.75
1319,2015-04-27,NA,NA,662.083.333.333.333,NA,NA,1.703.125,21.3,14,NA,1950,966306,201.799.429.994.225,4.3,23.67,28.85,56.8
1320,2015-04-28,NA,NA,60.125,NA,NA,161.208.333.333.333,19.3,12.8,NA,1529,795334,192.246.276.407.145,5.79,25.71,34.38,63.29
1321,2015-04-29,NA,NA,757.083.333.333.333,NA,NA,1.610.625,19.3,12.5,NA,1409,715939,196.804.476.359.019,15.54,42.5,66.17,52.96
1322,2015-04-30,NA,NA,744.583.333.333.333,NA,NA,172.041.666.666.667,20.8,14.2,NA,1288,675881,190.566.090.776.335,11.83,43,60.88,53.88
1323,2015-05-01,NA,NA,768.958.333.333.333,NA,NA,18.2,22.5,15.1,NA,224,155424,144.121.885.937.822,4.46,35.5,42.17,67.58
1324,2015-05-02,NA,NA,702.916.666.666.667,NA,NA,198.916.666.666.667,23.8,15.9,NA,396,250782,157.906.069.813.623,11.46,50.17,67.42,49.58
1325,2015-05-03,NA,NA,68,NA,NA,216.145.833.333.333,26.9,17.7,NA,206,128383,160.457.381.429.005,14,56.58,77.54,47.5
1326,2015-05-04,NA,NA,868.541.666.666.667,NA,NA,174.416.666.666.667,19.5,15.6,NA,1868,926604,201.596.366.948.556,3.79,25.08,30.67,74.67
1327,2015-05-05,NA,NA,833.125,NA,NA,180.333.333.333.333,20.8,16.7,NA,1511,793135,190.509.812.327.031,19.38,44,73.29,56.58
1328,2015-05-06,NA,NA,708.541.666.666.667,NA,NA,18.8,23.3,15.2,NA,1309,719745,181.869.967.835.831,22.25,62.62,96.33,38.96
1329,2015-05-07,NA,NA,620.416.666.666.667,NA,NA,183.270.833.333.333,21.6,14.8,NA,1290,697770,184.874.672.169.913,14.58,54.17,76.29,46.92
1330,2015-05-08,NA,NA,701.875,NA,NA,198.125,25.7,15.7,NA,1242,670606,18.520.561.999.147,14.67,47.79,70,59.54
1331,2015-05-09,NA,NA,671.875,NA,NA,2.056.875,24.9,16.9,NA,275,187400,146.744.930.629.669,9.5,46.5,60.75,55.21
1332,2015-05-10,NA,NA,707.291.666.666.667,NA,NA,205.395.833.333.333,25.9,16.8,NA,187,136256,137.241.662.752.466,8.75,46,58.88,45.42
1333,2015-05-11,NA,NA,66.125,NA,NA,205.229.166.666.667,26.6,15.1,NA,1741,883220,197.119.630.443.151,38.96,71.04,130.17,27.92
1334,2015-05-12,NA,NA,700.416.666.666.667,NA,NA,195.625,23.2,15.3,NA,1214,652042,186.184.325.549.581,21.04,60.33,92.21,38.29
1335,2015-05-13,NA,NA,65,NA,NA,218.583.333.333.333,27,16.7,NA,1282,700386,183.041.922.596.968,14.12,57.08,78.25,49
1336,2015-05-14,NA,NA,787.916.666.666.667,NA,NA,208.645.833.333.333,24.9,19.1,NA,1119,617322,181.266.826.712.801,12.29,42.92,61.62,55.5
1337,2015-05-15,NA,NA,518.958.333.333.333,NA,NA,184.208.333.333.333,25.3,15,NA,1161,622154,186.609.746.140.023,7.88,26.92,38.88,69.33
1338,2015-05-16,NA,NA,417.291.666.666.667,NA,NA,197.604.166.666.667,23.7,15.3,NA,250,164829,151.672.339.212.153,10.12,35.58,50.88,73.17
1339,2015-05-17,NA,NA,648.333.333.333.333,NA,NA,1.861.875,22.7,15.3,NA,134,85335,1.570.281.830.433,4.46,36.79,43.38,68.79
1340,2015-05-18,NA,NA,542.916.666.666.667,NA,NA,2.053.125,25,15.3,NA,1760,889825,19.779.170.061.529,14.83,62.42,84.79,43
1341,2015-05-19,NA,NA,779.375,NA,NA,173.625,19.5,14.3,NA,1221,653623,186.804.931.894.991,8.73,48.64,61.55,42.05
1342,2015-05-20,NA,NA,863.125,NA,NA,141.916.666.666.667,16.5,11.5,NA,1163,643821,180.640.271.131.262,6.54,23.21,33,51.75
1343,2015-05-21,NA,NA,713.333.333.333.333,NA,NA,162.541.666.666.667,19.9,11.8,NA,1123,628298,178.736.841.435.115,7.75,32.58,44.08,55.21
1344,2015-05-22,NA,NA,627.708.333.333.333,NA,NA,172.520.833.333.333,20.1,13.4,NA,1115,592763,188.102.158.872.939,7.25,36.62,47.5,63.54
1345,2015-05-23,NA,NA,586.458.333.333.333,NA,NA,178.083.333.333.333,21.1,13.5,NA,290,187402,154.747.548.051.782,5.42,36.42,44.17,65.83
1346,2015-05-24,NA,NA,605.833.333.333.333,NA,NA,185.104.166.666.667,21.6,14.9,NA,144,97447,147.772.635.381.284,4.46,36.75,43.38,65.71
1347,2015-05-25,NA,NA,668.541.666.666.667,NA,NA,1.919.375,24.7,15.1,NA,1612,809998,199.012.837.068.733,22.38,58.54,92.62,46.43
1348,2015-05-26,NA,NA,66.375,NA,NA,193.375,21.8,17.5,NA,1205,655747,183.759.895.203.486,4.33,28.42,34.75,67.21
1349,2015-05-27,NA,NA,716.041.666.666.667,NA,NA,184.229.166.666.667,20.9,16,NA,1114,605077,184.108.799.375.947,3.94,22.56,28.28,72.78
1350,2015-05-28,NA,NA,701.458.333.333.333,NA,NA,19.65,23.7,15.4,NA,1074,597798,179.659.349.813.817,5.36,40.18,47.91,70.64
1351,2015-05-29,NA,NA,716.041.666.666.667,NA,NA,19.6,22.9,16.6,NA,982,523948,187.423.179.399.482,18.5,61.67,89.75,49.46
1352,2015-05-30,NA,NA,731.041.666.666.667,NA,NA,193.729.166.666.667,22.9,16.9,NA,243,162617,149.430.871.311.118,2.83,28.17,32.33,72.46
1353,2015-05-31,NA,NA,776.875,NA,NA,19.675,22,16.8,NA,187,124109,150.674.004.302.669,2.5,24.67,28.29,78.62
1354,2015-06-01,NA,NA,599.166.666.666.667,NA,NA,219.354.166.666.667,25.5,19.2,NA,305,195112,15.632.047.234.409,7.58,44.42,55.62,60.38
1355,2015-06-02,NA,NA,683.541.666.666.667,NA,NA,215.666.666.666.667,24.4,18.6,NA,1530,783344,19.531.648.930.738,10.05,49.91,64.91,53.64
1356,2015-06-03,NA,NA,625.625,NA,NA,225.291.666.666.667,25.8,18.2,NA,1238,700076,176.837.943.309.012,39.54,76.58,136.62,32.75
1357,2015-06-04,NA,NA,610.833.333.333.333,NA,NA,2.253.125,27.5,18.2,NA,1045,577260,18.102.761.320.722,22.38,68.88,102.58,41.75
1358,2015-06-05,NA,NA,488.541.666.666.667,NA,NA,23.8,29.2,17.7,NA,1080,596806,180.963.328.116.674,26.92,79.38,120.04,34.12
1359,2015-06-06,NA,NA,63.5,NA,NA,223.833.333.333.333,25.2,18.6,NA,280,192922,145.136.376.359.358,11.17,46.75,63.54,67.29
1360,2015-06-07,NA,NA,55.375,NA,NA,239.479.166.666.667,28.4,19,NA,152,116694,130.255.197.353.763,8.42,52.96,65.67,69.58
1361,2015-06-08,NA,NA,543.125,NA,NA,245.125,27.7,21.1,NA,1368,726123,188.397.833.424.916,6.5,53,62.54,72.12
1362,2015-06-09,NA,NA,64.5,NA,NA,2.319.375,25.6,21.6,NA,1166,649283,179.582.708.926.616,8.88,55.08,68.17,62.83
1363,2015-06-10,NA,NA,705.208.333.333.333,NA,NA,229.145.833.333.333,25.3,20.9,NA,1079,597790,180.498.168.253.065,5.17,29.25,36.88,81.17
1364,2015-06-11,NA,NA,752.291.666.666.667,NA,NA,227.645.833.333.333,26.5,20.1,NA,938,530188,176.918.376.123.187,3.25,26.65,31.25,80.09
1365,2015-06-12,NA,NA,699.583.333.333.333,NA,NA,225.583.333.333.333,26,19.3,NA,865,504245,171.543.594.879.473,8.17,38.21,50.25,60.67
1366,2015-06-13,NA,NA,802.916.666.666.667,NA,NA,2.143.125,22.9,20,NA,222,141995,156.343.533.223.001,1.54,10.29,12.38,94.62
1367,2015-06-14,NA,NA,656.875,NA,NA,22.55,25.6,19.1,NA,151,107338,140.677.113.417.429,2.5,22.17,25.88,75.54
1368,2015-06-15,NA,NA,699.375,NA,NA,216.770.833.333.333,24.9,19.8,NA,1280,655145,195.376.596.020.728,2.83,17.5,21.42,82.71
1369,2015-06-16,NA,NA,650.416.666.666.667,NA,NA,208.333.333.333.333,24.1,17.7,NA,981,539136,181.957.799.145.299,3.62,36,41.04,74.33
1370,2015-06-17,NA,NA,640.625,NA,NA,216.895.833.333.333,24.4,18.6,NA,995,570253,174.483.957.120.787,4.42,30.08,36.54,73.21
1371,2015-06-18,NA,NA,657.291.666.666.667,NA,NA,225.458.333.333.333,25.5,18.7,NA,804,457156,175.869.943.739.118,5.25,35.42,43.04,77.08
1372,2015-06-19,NA,NA,73.625,NA,NA,224.666.666.666.667,25,19.9,NA,859,466703,184.057.098.411.624,4.21,27.75,34,85.92
1373,2015-06-20,NA,NA,708.125,NA,NA,23.2,26.1,20.1,NA,237,159207,148.862.801.258.739,3.33,34.5,39.5,74.92
1374,2015-06-21,NA,NA,724.375,NA,NA,23.075,25.9,19.5,NA,146,91763,159.105.521.833.419,3.96,35.5,41.5,59.92
1375,2015-06-22,NA,NA,644.791.666.666.667,NA,NA,24.4,28.3,20.1,NA,1190,656916,181.149.492.476.968,7,41.25,51.83,65.21
1376,2015-06-23,NA,NA,60,NA,NA,2.441.875,26.1,22.8,NA,885,485440,182.308.833.223.467,4.25,35.38,41.62,71.75
1377,2015-06-24,NA,NA,657.083.333.333.333,NA,NA,226.520.833.333.333,24.7,20.9,NA,156,110903,140.663.462.665.573,2.42,23.21,26.5,72.83
1378,2015-06-25,NA,NA,718.333.333.333.333,NA,NA,225.104.166.666.667,24.9,20.2,NA,1063,609103,174.518.923.728.827,4.79,22.83,29.92,86.29
1379,2015-06-26,NA,NA,752.708.333.333.333,NA,NA,241.854.166.666.667,28.3,20.9,NA,922,513232,17.964.585.216.822,10.21,42.83,58,61.58
1380,2015-06-27,NA,NA,775.208.333.333.333,NA,NA,245.645.833.333.333,27.1,22.2,NA,264,166823,158.251.560.036.686,10.25,31.33,46.58,69.62
1381,2015-06-28,NA,NA,74.75,NA,NA,242.645.833.333.333,27.3,21.4,NA,174,120372,144.551.889.143.655,4.33,26.42,32.58,62.88
1382,2015-06-29,NA,NA,554.166.666.666.667,NA,NA,267.458.333.333.333,31.9,22.2,NA,1037,562950,184.208.189.004.352,16.29,61.42,85.92,46.42
1383,2015-06-30,NA,NA,610.625,NA,NA,2.623.125,30,22.6,NA,859,488070,175.999.344.356.342,19.68,66.27,96.05,49.5
1384,2015-07-01,NA,NA,743.125,NA,NA,250.145.833.333.333,27.1,22.1,NA,893,499043,178.942.495.937.224,8.42,43.17,55.5,49.96
1385,2015-07-02,NA,NA,646.666.666.666.667,NA,NA,258.666.666.666.667,28,23.9,NA,821,474407,173.058.154.706.823,5,26.67,33.75,77.58
1386,2015-07-03,NA,NA,603.541.666.666.667,NA,NA,256.895.833.333.333,28.6,22.3,NA,839,472235,177.665.780.808.284,7.79,41.83,53.25,64.17
1387,2015-07-04,NA,NA,583.125,NA,NA,268.125,30.4,23.1,NA,226,132325,170.791.611.562.441,10.17,66.83,82.17,52.67
1388,2015-07-05,NA,NA,491.875,NA,NA,287.125,33.4,23.3,NA,144,98129,146.745.610.370.023,10.08,63.29,78.58,62.25
1389,2015-07-06,NA,NA,50,NA,NA,283.604.166.666.667,33.5,23.1,NA,1020,540938,188.561.350.838.728,28.58,94.38,137.79,37.5
1390,2015-07-07,NA,NA,589.166.666.666.667,NA,NA,280.041.666.666.667,31.9,23.8,NA,817,473070,172.701.714.334.031,23.33,77.33,112.88,41.75
1391,2015-07-08,NA,NA,747.291.666.666.667,NA,NA,256.708.333.333.333,27.6,24,NA,805,478242,168.324.822.997.562,5.87,28.48,37.04,54.21
1392,2015-07-09,NA,NA,627.083.333.333.333,NA,NA,258.083.333.333.333,28.6,23.9,NA,683,397106,171.994.379.334.485,6.17,34.62,43.54,58.17
1393,2015-07-10,NA,NA,696.458.333.333.333,NA,NA,259.208.333.333.333,29.2,22,NA,723,398812,181.288.426.627.082,8.92,51.21,64.54,40.67
1394,2015-07-11,NA,NA,747.291.666.666.667,NA,NA,252.625,26.9,23.1,NA,238,148749,160.001.075.637.483,2.38,27.79,31.12,66.71
1395,2015-07-12,NA,NA,77.5,NA,NA,258.916.666.666.667,28.8,23.3,NA,150,100895,148.669.408.791.318,2.79,31.08,34.92,51.33
1396,2015-07-13,NA,NA,773.125,NA,NA,263.625,28.6,23.8,NA,925,520375,177.756.425.654.576,4.33,35.67,42.08,47.46
1397,2015-07-14,NA,NA,729.166.666.666.667,NA,NA,265.729.166.666.667,29,23.5,NA,811,466129,173.986.171.210.116,6.46,37,46.67,44.88
1398,2015-07-15,NA,NA,67.375,NA,NA,27,30.3,23.4,NA,748,424112,176.368.506.432.263,24.96,59.83,97.78,26.38
1399,2015-07-16,NA,NA,713.125,NA,NA,262.208.333.333.333,29.2,23,NA,687,381842,179.917.348.013.053,18.67,46.46,74.67,45.62
1400,2015-07-17,NA,NA,823.125,NA,NA,26.1,28.9,23.6,NA,734,402758,182.243.431.539.535,5.42,26.42,34.33,47.33
1401,2015-07-18,NA,NA,723.958.333.333.333,NA,NA,268.583.333.333.333,29.5,24.7,NA,184,118580,155.169.505.818.856,4.21,25.17,31,42.17
1402,2015-07-19,NA,NA,69.5,NA,NA,264.541.666.666.667,28.5,24.2,NA,189,128764,146.780.155.944.208,2.46,24.75,28.38,68.29
1403,2015-07-20,NA,NA,79.5,NA,NA,268.729.166.666.667,29.3,24,NA,870,477295,182.277.208.016.007,7.54,32.5,43.79,45.75
1404,2015-07-21,NA,NA,718.958.333.333.333,NA,NA,28.125,30.7,25.6,NA,783,418253,187.207.264.502.586,11.04,42.08,58.79,31.17
1405,2015-07-22,NA,NA,671.666.666.666.667,NA,NA,2.739.375,32.5,23.4,NA,782,450387,173.628.457.304.496,5.92,39.62,48.54,74.96
1406,2015-07-23,NA,NA,697.291.666.666.667,NA,NA,278.895.833.333.333,30.3,24.8,NA,761,438127,173.693.928.929.283,2.92,35.08,39.29,60.88
1407,2015-07-24,NA,NA,743.958.333.333.333,NA,NA,28.1,31.6,25.7,NA,625,351669,177.723.939.272.441,4.21,26.79,33,50.25
1408,2015-07-25,NA,NA,726.041.666.666.667,NA,NA,252.604.166.666.667,26.6,23.1,NA,236,155263,152.000.154.576.428,NA,NA,NA,58.79
1409,2015-07-26,NA,NA,680.208.333.333.333,NA,NA,265.583.333.333.333,29.8,23,NA,145,92105,157.429.021.225.775,NA,NA,NA,56.29
1410,2015-07-27,NA,NA,754.791.666.666.667,NA,NA,249.666.666.666.667,25.8,23.7,NA,967,549361,176.022.688.177.719,3.55,20.45,25.45,31.73
1411,2015-07-28,NA,NA,782.916.666.666.667,NA,NA,250.020.833.333.333,26.3,23.4,NA,779,433240,179.807.958.637.245,3.58,28.29,33.17,34.54
1412,2015-07-29,NA,NA,787.083.333.333.333,NA,NA,270.645.833.333.333,30.1,24.3,NA,734,418968,175.192.377.460.808,8.46,27.08,39.12,33.38
1413,2015-07-30,NA,NA,720.208.333.333.333,NA,NA,243.041.666.666.667,25.5,22.8,NA,657,365086,179.957.599.031.461,3.46,18.17,22.12,46.33
1414,2015-07-31,NA,NA,694.583.333.333.333,NA,NA,234.958.333.333.333,25.7,20.5,NA,660,361141,182.754.104.352.594,2.88,25.21,28.33,61.21
1415,2015-08-01,NA,NA,762.083.333.333.333,NA,NA,221.375,25,18.8,NA,203,137617,147.510.845.317.076,1.12,14.71,15.17,78.54
1416,2015-08-02,NA,NA,711.666.666.666.667,NA,NA,246.770.833.333.333,28.1,20.2,NA,136,83931,162.037.864.436.263,4.17,32.42,38.17,63.29
1417,2015-08-03,NA,NA,72.375,NA,NA,267.270.833.333.333,29.9,22.7,NA,917,501663,182.792.033.695.927,7.42,37.33,48.08,47.5
1418,2015-08-04,NA,NA,749.583.333.333.333,NA,NA,2.601.875,28.5,23.3,NA,713,392398,181.703.270.658.872,3.92,25.5,30.75,54.54
1419,2015-08-05,NA,NA,744.375,NA,NA,261.333.333.333.333,29.8,22.7,NA,652,363587,1.793.243.432.796,13.46,39.71,59.25,42.95
1420,2015-08-06,NA,NA,816.458.333.333.333,NA,NA,256.958.333.333.333,28.1,23.2,NA,618,345794,178.719.121.789.273,7.42,27.12,37.67,41.13
1421,2015-08-07,NA,NA,83.75,NA,NA,26.475,28.3,24,NA,662,391495,169.095.390.745.731,8.62,24.96,37.29,36.08
1422,2015-08-08,NA,NA,793.125,NA,NA,252.625,29.2,21.1,NA,203,139318,145.709.814.955.713,4.17,24.96,30.12,39.08
1423,2015-08-09,NA,NA,625.208.333.333.333,NA,NA,23.825,27.6,21.2,NA,139,83135,167.197.931.075.961,3.17,21.5,25.29,49.58
1424,2015-08-10,NA,NA,72.5,NA,NA,245.125,27,22.3,NA,829,490740,168.928.556.873.293,3.77,18.68,23.27,58.74
1425,2015-08-11,NA,NA,72.375,NA,NA,253.833.333.333.333,28.8,21.1,NA,679,398198,170.518.184.420.816,7.92,35.42,47.33,53.08
