,date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,co,no,no2,nox,o3,pm10,pm2.5,so2,data
136,2012-01-30,NA,NA,48.375,NA,NA,7.2375,11.5,3.8,NA,1962,964805,203.357.155.072.787,NA,41.08,68.54,131.21,NA,NA,NA,NA,2012-01-30
137,2012-01-31,NA,NA,49.875,NA,NA,777.916.666.666.667,11.4,4.4,NA,1577,857475,183.912.067.407.213,NA,25.54,58.58,97.25,NA,NA,NA,NA,2012-01-31
138,2012-02-01,NA,NA,79.875,NA,NA,595.833.333.333.333,7.4,3.9,NA,1441,809233,178.069.851.328.357,NA,65.54,62,161.92,NA,NA,NA,NA,2012-02-01
139,2012-02-02,NA,NA,770.416.666.666.667,NA,NA,302.916.666.666.667,4.7,1.5,NA,1203,697658,172.434.057.948.164,NA,27.08,54.17,95.42,NA,NA,NA,NA,2012-02-02
140,2012-02-03,NA,NA,46.125,NA,NA,255.833.333.333.333,4.9,0.7,NA,1225,657480,186.317.454.523.332,NA,10.95,48.81,64.27,NA,NA,NA,NA,2012-02-03
141,2012-02-04,NA,NA,230.833.333.333.333,NA,NA,264.583.333.333.333,6.7,-0.3,NA,281,185417,151.550.289.347.794,NA,06.04,34.58,43.29,NA,NA,NA,NA,2012-02-04
142,2012-02-05,NA,NA,48,NA,NA,259.583.333.333.333,6.9,-1.9,NA,96,69660,137.812.230.835.487,NA,13.54,56.5,76.88,NA,NA,NA,NA,2012-02-05
143,2012-02-06,NA,NA,437.916.666.666.667,NA,NA,6.2,12.9,0.3,NA,2536,1281926,197.827.331.686.852,NA,28.5,51.92,95.21,NA,NA,NA,NA,2012-02-06
144,2012-02-07,NA,NA,179.166.666.666.667,NA,NA,7.2625,12.4,3,NA,2017,1063775,189.607.764.799.887,NA,10.42,49.33,64.58,NA,NA,NA,NA,2012-02-07
145,2012-02-08,NA,NA,246.666.666.666.667,NA,NA,477.916.666.666.667,7.9,0.8,NA,1845,1029534,179.207.291.842.717,NA,10.9,59.9,76.52,NA,NA,NA,NA,2012-02-08
146,2012-02-09,NA,NA,323.333.333.333.333,NA,NA,637.083.333.333.333,11.4,1.7,NA,1815,992074,182.950.062.192.941,NA,10.96,41.54,57.79,NA,NA,NA,NA,2012-02-09
147,2012-02-10,NA,NA,451.666.666.666.667,NA,NA,735.416.666.666.667,11.2,3.6,NA,1664,906624,183.538.048.849.358,NA,15.21,49.96,72.62,NA,NA,NA,NA,2012-02-10
148,2012-02-11,NA,NA,327.083.333.333.333,NA,NA,5.125,9,-0.1,NA,348,244670,142.232.394.654.024,NA,6,34,42.71,NA,NA,NA,NA,2012-02-11
149,2012-02-12,NA,NA,47,NA,NA,3.4,6,0.6,NA,197,129509,152.112.980.565.057,NA,5.33,36.58,44.21,NA,NA,NA,NA,2012-02-12
150,2012-02-13,NA,NA,376.666.666.666.667,NA,NA,509.166.666.666.667,9.9,0.2,NA,3017,1459167,206.761.803.138.366,NA,37.08,77.88,134.33,NA,NA,NA,NA,2012-02-13
151,2012-02-14,NA,NA,504.583.333.333.333,NA,NA,713.333.333.333.333,10.6,3.9,NA,2169,1118082,193.992.927.173.499,NA,26.62,67.54,107.71,NA,NA,NA,NA,2012-02-14
152,2012-02-15,NA,NA,55.125,NA,NA,8.0375,14.6,2.2,NA,2094,1115618,187.698.656.708.658,NA,31.96,60.5,109.33,NA,NA,NA,NA,2012-02-15
153,2012-02-16,NA,NA,556.666.666.666.667,NA,NA,998.333.333.333.333,15.8,4,NA,1935,1086075,178.164.491.402.527,NA,36.96,63.17,119.25,NA,NA,NA,NA,2012-02-16
154,2012-02-17,NA,NA,671.666.666.666.667,NA,NA,102.583.333.333.333,12.5,7.5,NA,1854,1007891,183.948.462.680.984,NA,26.54,63.04,103.38,NA,NA,NA,NA,2012-02-17
155,2012-02-18,NA,NA,673.333.333.333.333,NA,NA,916.666.666.666.667,14.5,3.7,NA,406,277287,14.641.869.254.599,NA,26.96,56.96,97.62,NA,NA,NA,NA,2012-02-18
156,2012-02-19,NA,NA,700.416.666.666.667,NA,NA,903.333.333.333.333,11.9,6.8,NA,205,149234,137.368.160.070.761,NA,22.17,54.88,88.38,NA,NA,NA,NA,2012-02-19
157,2012-02-20,NA,NA,503.333.333.333.333,NA,NA,9.5625,12.1,6.5,NA,2997,1507773,198.769.973.994.759,NA,16.46,48.33,72.92,NA,NA,NA,NA,2012-02-20
158,2012-02-21,NA,NA,496.666.666.666.667,NA,NA,7.5625,11.3,4.4,NA,2173,1167470,186.128.979.759.651,NA,26.38,56.92,96.96,NA,NA,NA,NA,2012-02-21
159,2012-02-22,NA,NA,48,NA,NA,869.583.333.333.333,14.3,4.3,NA,2071,1160031,17.852.971.170.598,NA,53.71,83.75,165.75,NA,NA,NA,NA,2012-02-22
160,2012-02-23,NA,NA,31.875,NA,NA,116.583.333.333.333,18.6,5.1,NA,1976,1109376,17.811.814.930.195,NA,49.27,84.59,159.68,NA,NA,NA,NA,2012-02-23
161,2012-02-24,NA,NA,611.666.666.666.667,NA,NA,10.775,16,6.5,NA,1692,908728,186.194.328.776.047,NA,50.92,69.83,147.29,NA,NA,NA,NA,2012-02-24
162,2012-02-25,NA,NA,715.416.666.666.667,NA,NA,102.166.666.666.667,14.7,5.2,NA,340,249773,136.123.600.229.008,NA,35.58,67.75,122,NA,NA,NA,NA,2012-02-25
163,2012-02-26,NA,NA,71.375,NA,NA,119.416.666.666.667,16.9,6.7,NA,172,117776,146.039.940.225.513,NA,24.71,63.33,100.79,NA,NA,NA,NA,2012-02-26
164,2012-02-27,NA,NA,720.833.333.333.333,NA,NA,122.208.333.333.333,15.4,8.5,NA,2713,1448334,187.318.670.969.542,NA,13.75,49.92,70.38,NA,NA,NA,NA,2012-02-27
165,2012-02-28,NA,NA,79.125,NA,NA,104.958.333.333.333,14,6.9,NA,1971,1130090,174.410.887.628.419,NA,33.92,47.42,98.83,NA,NA,NA,NA,2012-02-28
166,2012-02-29,NA,NA,767.083.333.333.333,NA,NA,111.083.333.333.333,16.1,6.8,NA,1668,962123,173.366.606.972.289,NA,45.42,65.21,134.25,NA,NA,NA,NA,2012-02-29
167,2012-03-01,NA,NA,74.875,NA,NA,11.575,17.1,6.4,NA,1559,907779,1.717.378.348.695,NA,48.62,72.12,146.29,NA,NA,NA,NA,2012-03-01
168,2012-03-02,NA,NA,726.666.666.666.667,NA,NA,116.666.666.666.667,16.9,6,NA,1367,748282,182.685.137.421.453,NA,30.5,57.96,104.29,NA,NA,NA,NA,2012-03-02
169,2012-03-03,NA,NA,760.833.333.333.333,NA,NA,121.791.666.666.667,14.7,9.2,NA,243,168825,143.936.028.431.808,NA,14.83,47.12,69.29,NA,NA,NA,NA,2012-03-03
170,2012-03-04,NA,NA,673.333.333.333.333,NA,NA,126.666.666.666.667,17.3,7.4,NA,113,85565,132.063.343.656.869,NA,10.12,41.12,56.29,NA,NA,NA,NA,2012-03-04
171,2012-03-05,NA,NA,528.333.333.333.333,NA,NA,12.225,15.2,9.4,NA,2005,1094506,183.187.666.399.271,NA,6.96,26.21,36.38,NA,NA,NA,NA,2012-03-05
172,2012-03-06,NA,NA,391.666.666.666.667,NA,NA,105.833.333.333.333,14.2,6.8,NA,1372,797854,171.961.286.150.098,NA,7.92,30.75,42.12,NA,NA,NA,NA,2012-03-06
173,2012-03-07,NA,NA,467.083.333.333.333,NA,NA,109.166.666.666.667,15.5,6.6,NA,1417,821040,172.585.988.502.387,NA,12.61,53.26,72.17,NA,NA,NA,NA,2012-03-07
174,2012-03-08,NA,NA,512.916.666.666.667,NA,NA,113.916.666.666.667,15.7,7.5,NA,1140,657730,173.323.400.179.405,NA,23.46,60.83,96.29,NA,NA,NA,NA,2012-03-08
175,2012-03-09,NA,NA,405.833.333.333.333,NA,NA,11.6625,15.7,7.7,NA,1169,673820,173.488.468.730.522,NA,16.62,52.96,77.75,NA,NA,NA,NA,2012-03-09
176,2012-03-10,NA,NA,50.875,NA,NA,111.916.666.666.667,16.5,5.5,NA,250,184184,135.733.831.386.005,NA,10.83,52.21,68.38,NA,NA,NA,NA,2012-03-10
177,2012-03-11,NA,NA,64.125,NA,NA,11.9,19,5.9,NA,106,78537,134.968.231.534.181,NA,6.12,43.75,52.54,NA,NA,NA,NA,2012-03-11
178,2012-03-12,NA,NA,569.583.333.333.333,NA,NA,131.083.333.333.333,18.8,7.4,NA,1750,964213,181.495.167.561.524,NA,23.96,67.21,103.46,NA,NA,NA,NA,2012-03-12
179,2012-03-13,NA,NA,69.5,NA,NA,12.2375,17.2,7.7,NA,1291,725053,178.055.949.013.382,NA,38.92,76.17,135.33,NA,NA,NA,NA,2012-03-13
180,2012-03-14,NA,NA,741.666.666.666.667,NA,NA,12.2875,18.9,7.9,NA,1265,714820,176.967.628.214.096,NA,36.58,76.96,132.54,NA,NA,NA,NA,2012-03-14
181,2012-03-15,NA,NA,865.416.666.666.667,NA,NA,103.333.333.333.333,12.4,8.4,NA,1162,670620,173.272.494.109.928,NA,22.62,60.12,94.54,NA,NA,NA,NA,2012-03-15
182,2012-03-16,NA,NA,772.083.333.333.333,NA,NA,115.041.666.666.667,15.2,6.3,NA,1012,598030,169.222.279.818.738,NA,33.67,55.46,106.54,NA,NA,NA,NA,2012-03-16
183,2012-03-17,NA,NA,676.666.666.666.667,NA,NA,12.6,16.3,8,NA,203,153606,132.156.295.978.022,NA,9.29,50.46,64.42,NA,NA,NA,NA,2012-03-17
184,2012-03-18,NA,NA,527.083.333.333.333,NA,NA,147.916.666.666.667,20.1,9.9,NA,109,79197,137.631.475.939.745,NA,7.46,26.46,37.29,NA,NA,NA,NA,2012-03-18
185,2012-03-19,NA,NA,532.083.333.333.333,NA,NA,120.083.333.333.333,14.5,10.1,NA,1590,858821,185.137.531.569.442,NA,4,22.92,28.33,NA,NA,NA,NA,2012-03-19
186,2012-03-20,NA,NA,529.166.666.666.667,NA,NA,115.958.333.333.333,15.1,8.1,NA,1200,671413,178.727.549.213.375,NA,10.62,30.21,46.38,NA,NA,NA,NA,2012-03-20
187,2012-03-21,NA,NA,815.416.666.666.667,NA,NA,126.208.333.333.333,13.2,11.9,NA,1036,631591,164.030.203.090.291,NA,2.12,16.33,18.96,NA,NA,NA,NA,2012-03-21
188,2012-03-22,NA,NA,799.166.666.666.667,NA,NA,11.825,15.5,10.1,NA,1030,580958,177.293.367.162.514,NA,08.04,44.87,56.74,NA,NA,NA,NA,2012-03-22
189,2012-03-23,NA,NA,734.583.333.333.333,NA,NA,122.291.666.666.667,15.2,8.8,NA,948,529206,179.136.290.971.758,NA,23,54.62,89.54,NA,NA,NA,NA,2012-03-23
190,2012-03-24,NA,NA,69.625,NA,NA,127.583.333.333.333,16.5,8.4,NA,234,153578,152.365.573.194.077,NA,19.62,51,80.88,NA,NA,NA,NA,2012-03-24
191,2012-03-25,NA,NA,613.333.333.333.333,NA,NA,149.166.666.666.667,20.4,8.7,NA,141,108750,129.655.172.413.793,NA,17.36,60.91,87.14,NA,NA,NA,NA,2012-03-25
192,2012-03-26,NA,NA,664.166.666.666.667,NA,NA,13.8,16.3,11,NA,1442,769545,187.383.453.859.099,NA,22.54,59.62,93.83,NA,NA,NA,NA,2012-03-26
193,2012-03-27,NA,NA,527.083.333.333.333,NA,NA,147.291.666.666.667,19.1,10.5,NA,1200,685316,175.101.704.906.933,NA,19.62,75.17,104.79,NA,NA,NA,NA,2012-03-27
194,2012-03-28,NA,NA,54,NA,NA,152.958.333.333.333,20.9,10.2,NA,1109,613812,180.674.212.951.197,NA,23.54,72,107.62,NA,NA,NA,NA,2012-03-28
195,2012-03-29,NA,NA,56.875,NA,NA,148.083.333.333.333,19.5,9.4,NA,612,366718,166.885.726.907.324,NA,16.29,80.96,105.54,NA,NA,NA,NA,2012-03-29
196,2012-03-30,NA,NA,52.375,NA,NA,170.875,23.5,11.1,NA,964,533651,180.642.404.867.601,NA,40.12,90.92,151.92,NA,NA,NA,NA,2012-03-30
197,2012-03-31,NA,NA,688.333.333.333.333,NA,NA,154.291.666.666.667,19.5,11.5,NA,276,185506,14.878.224.963.074,NA,12.54,53.33,72.42,NA,NA,NA,NA,2012-03-31
198,2012-04-01,NA,NA,643.333.333.333.333,NA,NA,156.958.333.333.333,20,11.4,NA,133,103886,128.024.950.426.429,NA,10.29,57.92,73.38,NA,NA,NA,NA,2012-04-01
199,2012-04-02,NA,NA,755.416.666.666.667,NA,NA,142.416.666.666.667,17.3,11.5,NA,1297,678890,191.047.150.495.662,NA,16.92,47.25,72.62,NA,NA,NA,NA,2012-04-02
200,2012-04-03,NA,NA,837.083.333.333.333,NA,NA,140.166.666.666.667,15.6,13,NA,957,549402,174.189.391.374.622,NA,30.25,48.62,94.42,NA,NA,NA,NA,2012-04-03
201,2012-04-04,NA,NA,865.833.333.333.333,NA,NA,129.083.333.333.333,14.2,11.3,NA,791,455181,173.777.024.963.696,NA,6.23,33.68,43.14,NA,NA,NA,NA,2012-04-04
202,2012-04-05,NA,NA,782.916.666.666.667,NA,NA,13.15,14.2,11.8,NA,777,429933,180.725.834.025.302,NA,7.5,29.08,40.21,NA,NA,NA,NA,2012-04-05
203,2012-04-06,NA,NA,742.083.333.333.333,NA,NA,134.791.666.666.667,17.3,10.8,NA,95,65459,145.129.012.053.346,NA,06.08,29.42,38.42,NA,NA,NA,NA,2012-04-06
204,2012-04-07,NA,NA,474.166.666.666.667,NA,NA,133.833.333.333.333,17.2,8.7,NA,200,138299,144.614.205.453.402,NA,2.79,19.46,23.38,NA,NA,NA,NA,2012-04-07
205,2012-04-08,NA,NA,579.583.333.333.333,NA,NA,143.208.333.333.333,18.1,11.3,NA,129,92898,13.886.197.765.291,NA,1.75,14.17,16.67,NA,NA,NA,NA,2012-04-08
206,2012-04-09,NA,NA,652.083.333.333.333,NA,NA,139.583.333.333.333,16.5,11.6,NA,109,74338,146.627.565.982.405,NA,2.5,28.67,32.33,NA,NA,NA,NA,2012-04-09
207,2012-04-10,NA,NA,720.833.333.333.333,NA,NA,138.083.333.333.333,16.8,10.7,NA,1243,692207,179.570.561.985.071,NA,24.71,49.17,86.5,NA,NA,NA,NA,2012-04-10
208,2012-04-11,NA,NA,455.833.333.333.333,NA,NA,148.125,19.9,10.2,NA,972,571747,17.000.526.456.632,NA,4.79,28.33,35.29,NA,NA,NA,NA,2012-04-11
209,2012-04-12,NA,NA,617.916.666.666.667,NA,NA,140.875,15.4,13.3,NA,961,569447,168.760.218.246.825,NA,16.25,51.46,75.71,NA,NA,NA,NA,2012-04-12
210,2012-04-13,NA,NA,624.166.666.666.667,NA,NA,135.166.666.666.667,16.6,10.8,NA,854,508476,167.952.863.065.317,NA,6.62,38.92,48.83,NA,NA,NA,NA,2012-04-13
211,2012-04-14,NA,NA,550.416.666.666.667,NA,NA,12.4625,16.4,9.5,NA,183,126077,145.149.392.831.365,NA,3.83,30.29,35.79,NA,NA,NA,NA,2012-04-14
212,2012-04-15,NA,NA,551.666.666.666.667,NA,NA,123.708.333.333.333,16.7,9.6,NA,69,46516,148.336.056.410.697,NA,2.29,23.38,26.83,NA,NA,NA,NA,2012-04-15
213,2012-04-16,NA,NA,418.333.333.333.333,NA,NA,132.166.666.666.667,16.7,11,NA,1221,680586,179.404.219.305.128,NA,04.04,31.67,37.54,NA,NA,NA,NA,2012-04-16
214,2012-04-17,NA,NA,392.083.333.333.333,NA,NA,125.666.666.666.667,16.5,8.9,NA,952,541592,17.577.807.648.562,NA,5.17,32.42,40.08,NA,NA,NA,NA,2012-04-17
215,2012-04-18,NA,NA,66.75,NA,NA,128.208.333.333.333,14.7,10.9,NA,961,544108,176.619.347.629.515,NA,8.67,40.38,53.17,NA,NA,NA,NA,2012-04-18
216,2012-04-19,NA,NA,52.125,NA,NA,14.625,19.6,11.8,NA,890,495974,179.444.890.256.344,NA,4.83,32.67,39.79,NA,NA,NA,NA,2012-04-19
217,2012-04-20,NA,NA,470.416.666.666.667,NA,NA,155.416.666.666.667,20.1,10.9,NA,813,420155,193.500.017.850.555,NA,4.83,32.25,39.25,NA,NA,NA,NA,2012-04-20
218,2012-04-21,NA,NA,637.083.333.333.333,NA,NA,156.375,19.8,12.2,NA,182,118196,153.981.522.217.334,NA,3.79,32.79,38.42,NA,NA,NA,NA,2012-04-21
219,2012-04-22,NA,NA,707.916.666.666.667,NA,NA,13.725,15.3,13,NA,100,81939,122.042.006.858.761,NA,1.88,13.46,16.04,NA,NA,NA,NA,2012-04-22
220,2012-04-23,NA,NA,710.416.666.666.667,NA,NA,149.416.666.666.667,17.6,12.4,NA,1272,658780,193.084.185.919.427,NA,4.83,27.75,34.79,NA,NA,NA,NA,2012-04-23
221,2012-04-24,NA,NA,47.875,NA,NA,144.333.333.333.333,18.7,11.4,NA,1099,601885,182.593.020.261.346,NA,3.33,22.92,27.83,NA,NA,NA,NA,2012-04-24
222,2012-04-25,NA,NA,77,NA,NA,140.833.333.333.333,17.4,9.7,NA,965,541780,178.116.578.685.075,NA,12.64,41.32,60.55,NA,NA,NA,NA,2012-04-25
223,2012-04-26,NA,NA,76.375,NA,NA,16.35,19.8,13.2,NA,881,500407,176.056.689.854.458,NA,3.5,26.21,31.62,NA,NA,NA,NA,2012-04-26
224,2012-04-27,NA,NA,74.625,NA,NA,163.375,17.7,14.9,NA,862,460083,187.357.498.538.307,NA,4.92,33.71,40.75,NA,NA,NA,NA,2012-04-27
225,2012-04-28,NA,NA,780.416.666.666.667,NA,NA,164.416.666.666.667,17.7,14.3,NA,223,151100,1.475.843.812.045,NA,2.46,22,25.46,NA,NA,NA,NA,2012-04-28
226,2012-04-29,NA,NA,627.916.666.666.667,NA,NA,15.325,18.7,12.5,NA,101,62225,162.314.182.402.571,NA,2.88,17.38,21.38,NA,NA,NA,NA,2012-04-29
227,2012-04-30,NA,NA,645.416.666.666.667,NA,NA,148.208.333.333.333,17.4,11.8,NA,1013,531437,190.615.256.370.934,NA,4,29.54,35.38,NA,NA,NA,NA,2012-04-30
228,2012-05-01,NA,NA,689.583.333.333.333,NA,NA,145.166.666.666.667,17.8,10.4,NA,100,75251,13.288.859.948.705,NA,2.96,23.42,27.83,NA,NA,NA,NA,2012-05-01
229,2012-05-02,NA,NA,67.875,NA,NA,155.833.333.333.333,20.6,10.7,NA,1174,645912,181.758.505.802.648,NA,15,44.25,66.92,NA,NA,NA,NA,2012-05-02
230,2012-05-03,NA,NA,675.833.333.333.333,NA,NA,157.208.333.333.333,19.4,11.1,NA,958,515761,18.574.494.775.681,NA,15.26,46.83,69.78,NA,NA,NA,NA,2012-05-03
231,2012-05-04,NA,NA,727.916.666.666.667,NA,NA,163.291.666.666.667,19.6,13.5,NA,884,469387,188.330.737.749.448,NA,9.25,52.33,66.12,NA,NA,NA,NA,2012-05-04
232,2012-05-05,NA,NA,60.625,NA,NA,175.458.333.333.333,22.7,12.5,NA,174,129387,134.480.280.089.963,NA,11.88,41.75,59.29,NA,NA,NA,NA,2012-05-05
233,2012-05-06,NA,NA,666.666.666.666.667,NA,NA,161.166.666.666.667,18.6,14.1,NA,95,70278,135.177.438.174.109,NA,4.75,35.25,42.25,NA,NA,NA,NA,2012-05-06
234,2012-05-07,NA,NA,662.083.333.333.333,NA,NA,166.625,20,12.4,NA,1173,656815,178.589.100.431.628,NA,16.67,45.05,70.19,NA,NA,NA,NA,2012-05-07
235,2012-05-08,NA,NA,656.666.666.666.667,NA,NA,188.541.666.666.667,23.4,15.2,NA,1001,529531,189.035.202.849.314,NA,13.53,56.94,77.59,NA,NA,NA,NA,2012-05-08
236,2012-05-09,NA,NA,822.916.666.666.667,NA,NA,166.208.333.333.333,18.9,15.1,NA,786,459879,170.914.523.168.051,NA,02.04,22.5,25.29,NA,NA,NA,NA,2012-05-09
237,2012-05-10,NA,NA,615.416.666.666.667,NA,NA,188.916.666.666.667,23.2,14.3,NA,768,467363,164.326.230.360.555,NA,24.71,58.33,95.92,NA,NA,NA,NA,2012-05-10
238,2012-05-11,NA,NA,45.125,NA,NA,213.166.666.666.667,26.6,14.7,NA,675,365177,184.841.871.202.184,NA,36.83,78.75,134.54,NA,NA,NA,NA,2012-05-11
239,2012-05-12,NA,NA,589.583.333.333.333,NA,NA,207.625,26.3,18.2,NA,148,105208,140.673.713.025.625,NA,18.92,61.58,90.33,NA,NA,NA,NA,2012-05-12
240,2012-05-13,NA,NA,740.416.666.666.667,NA,NA,18.875,20.8,17.5,NA,52,35116,148.080.646.998.519,NA,3.38,27.38,32.21,NA,NA,NA,NA,2012-05-13
241,2012-05-14,NA,NA,57.375,NA,NA,19.3,21.1,17.7,NA,1224,632298,193.579.609.614.454,NA,5.42,34.17,41.96,NA,NA,NA,NA,2012-05-14
242,2012-05-15,NA,NA,645.416.666.666.667,NA,NA,186.291.666.666.667,21.1,16.4,NA,864,478677,180.497.496.223.967,NA,4.64,34.14,40.73,NA,NA,NA,NA,2012-05-15
243,2012-05-16,NA,NA,61.375,NA,NA,166.916.666.666.667,18.7,15.4,NA,812,461450,175.967.060.353.234,NA,4.21,28.92,34.96,NA,NA,NA,NA,2012-05-16
244,2012-05-17,NA,NA,69.875,NA,NA,167.416.666.666.667,19.9,14.6,NA,777,446021,174.207.044.062.948,NA,8.75,46,58.83,NA,NA,NA,NA,2012-05-17
245,2012-05-18,NA,NA,779.583.333.333.333,NA,NA,16.925,18.6,15.7,NA,722,413006,17.481.586.223.929,NA,2.71,24.96,28.96,NA,NA,NA,NA,2012-05-18
246,2012-05-19,NA,NA,735.833.333.333.333,NA,NA,17.325,20,15.6,NA,171,116260,147.084.121.795.975,NA,2.12,20.08,22.96,NA,NA,NA,NA,2012-05-19
247,2012-05-20,NA,NA,80.125,NA,NA,156.916.666.666.667,19.3,12,NA,107,78195,136.837.393.695.249,NA,2.25,21.29,24.54,NA,NA,NA,NA,2012-05-20
248,2012-05-21,NA,NA,559.583.333.333.333,NA,NA,151.833.333.333.333,19.6,11.9,NA,1207,638416,189.061.677.652.189,NA,3.79,21.88,27.33,NA,NA,NA,NA,2012-05-21
249,2012-05-22,NA,NA,56.375,NA,NA,175.958.333.333.333,24.4,14.3,NA,896,492888,181.785.720.082.453,NA,3.83,26.5,32,NA,NA,NA,NA,2012-05-22
250,2012-05-23,NA,NA,615.416.666.666.667,NA,NA,189.833.333.333.333,23.1,14.4,NA,915,486632,188.027.092.340.824,NA,8.42,44.25,56.75,NA,NA,NA,NA,2012-05-23
251,2012-05-24,NA,NA,577.916.666.666.667,NA,NA,200.666.666.666.667,25.4,14.4,NA,786,427137,184.015.901.221.388,NA,35.83,78.96,133.58,NA,NA,NA,NA,2012-05-24
252,2012-05-25,NA,NA,530.416.666.666.667,NA,NA,216.125,27,15.7,NA,655,360717,181.582.792.050.278,NA,24.17,75.17,111.83,NA,NA,NA,NA,2012-05-25
253,2012-05-26,NA,NA,688.333.333.333.333,NA,NA,202.041.666.666.667,23.2,18,NA,163,112587,144.776.928.064.519,NA,7,49.54,59.75,NA,NA,NA,NA,2012-05-26
254,2012-05-27,NA,NA,75.75,NA,NA,19.6,23.1,16.7,NA,117,79200,147.727.272.727.273,NA,8.5,32.17,44.79,NA,NA,NA,NA,2012-05-27
255,2012-05-28,NA,NA,616.666.666.666.667,NA,NA,213.375,25.1,17.2,NA,157,101213,155.118.413.642.516,NA,05.08,34.79,42.17,NA,NA,NA,NA,2012-05-28
256,2012-05-29,NA,NA,55.75,NA,NA,218.708.333.333.333,25.3,17.8,NA,1085,554675,195.610.041.916.438,NA,15.25,58.62,81.54,NA,NA,NA,NA,2012-05-29
257,2012-05-30,NA,NA,559.583.333.333.333,NA,NA,228.416.666.666.667,28.7,17.7,NA,747,437115,17.089.324.319.687,NA,22.36,77.09,111,NA,NA,NA,NA,2012-05-30
258,2012-05-31,NA,NA,585.416.666.666.667,NA,NA,224.541.666.666.667,26.6,18.2,NA,784,440002,178.181.008.268.144,NA,19.67,73.96,103.67,NA,NA,NA,NA,2012-05-31
259,2012-06-01,NA,NA,547.916.666.666.667,NA,NA,22.55,26.1,18,NA,677,376993,179.578.931.173.788,NA,21.96,74.62,108.12,NA,NA,NA,NA,2012-06-01
260,2012-06-02,NA,NA,544.166.666.666.667,NA,NA,230.833.333.333.333,27.7,18.9,NA,161,121926,132.047.307.383.167,NA,13.92,61.96,82.88,NA,NA,NA,NA,2012-06-02
261,2012-06-03,NA,NA,76.125,NA,NA,205.291.666.666.667,23.9,17.8,NA,103,71839,1.433.761.605.813,NA,2.38,27.29,30.54,NA,NA,NA,NA,2012-06-03
262,2012-06-04,NA,NA,757.916.666.666.667,NA,NA,202.666.666.666.667,22.6,17.9,NA,989,496145,199.336.887.401.868,NA,5.5,28.75,36.67,NA,NA,NA,NA,2012-06-04
263,2012-06-05,NA,NA,751.666.666.666.667,NA,NA,21.475,24.8,18.2,NA,769,442912,173.623.654.360.234,NA,8.83,34,47.04,NA,NA,NA,NA,2012-06-05
264,2012-06-06,NA,NA,783.333.333.333.333,NA,NA,220.666.666.666.667,24.9,20.5,NA,740,428259,172.792.632.495.756,NA,5.83,27.33,35.71,NA,NA,NA,NA,2012-06-06
265,2012-06-07,NA,NA,800.833.333.333.333,NA,NA,215.416.666.666.667,24.8,18.8,NA,655,360402,181.741.499.769.702,NA,9.21,31.88,45.46,NA,NA,NA,NA,2012-06-07
266,2012-06-08,NA,NA,731.666.666.666.667,NA,NA,212.125,23.2,19.1,NA,612,343291,178.274.408.592.127,NA,8.12,37.25,49.33,NA,NA,NA,NA,2012-06-08
267,2012-06-09,NA,NA,583.333.333.333.333,NA,NA,216.583.333.333.333,24.7,19.4,NA,121,72945,165.878.401.535.403,NA,3.17,24.17,28.83,NA,NA,NA,NA,2012-06-09
268,2012-06-10,NA,NA,706.666.666.666.667,NA,NA,220.416.666.666.667,26.3,19.3,NA,72,49759,144.697.441.668.844,NA,2.96,24.67,29.04,NA,NA,NA,NA,2012-06-10
269,2012-06-11,NA,NA,700.416.666.666.667,NA,NA,204.291.666.666.667,22.9,18.2,NA,1001,521523,191.937.843.585.038,NA,3.92,17.42,22.96,NA,NA,NA,NA,2012-06-11
270,2012-06-12,NA,NA,480.833.333.333.333,NA,NA,204.458.333.333.333,26,16,NA,756,396685,190.579.427.001.273,NA,3.71,20.04,24.71,NA,NA,NA,NA,2012-06-12
271,2012-06-13,NA,NA,674.166.666.666.667,NA,NA,196.541.666.666.667,21.9,17.3,NA,723,381011,189.758.300.941.443,NA,5.67,15.71,27.44,NA,NA,NA,NA,2012-06-13
272,2012-06-14,NA,NA,725.416.666.666.667,NA,NA,208.583.333.333.333,24.2,17.5,NA,680,374374,181.636.545.272.909,NA,9.54,22.67,36.67,NA,NA,NA,NA,2012-06-14
273,2012-06-15,NA,NA,629.583.333.333.333,NA,NA,216.833.333.333.333,25.8,17.2,NA,628,327323,191.859.417.150.643,NA,16.38,38.71,63.62,NA,NA,NA,NA,2012-06-15
274,2012-06-16,NA,NA,527.083.333.333.333,NA,NA,228.125,26.7,17.4,NA,156,84391,184.853.835.124.599,NA,12.21,42,60.5,NA,NA,NA,NA,2012-06-16
275,2012-06-17,NA,NA,742.916.666.666.667,NA,NA,211.166.666.666.667,24,18.3,NA,86,54329,158.294.833.330.266,NA,9.71,17.5,30.92,NA,NA,NA,NA,2012-06-17
276,2012-06-18,NA,NA,730.833.333.333.333,NA,NA,218.583.333.333.333,23.9,19.4,NA,966,507188,190.461.919.446.044,NA,17.12,26.21,51.5,NA,NA,NA,NA,2012-06-18
277,2012-06-19,NA,NA,64,NA,NA,224.208.333.333.333,25,20.2,NA,793,421343,188.207.707.259.881,NA,9.62,29.04,43.5,NA,NA,NA,NA,2012-06-19
